Date,Equity Zone,Age Group,Race/Ethnicity,Population Size,1st Dose,1st Dose Percent,Vaccine Series Completed,Vaccine Series Completed Percent,Bivalent,Bivalent Percent,Region Centroid
1/2/21,North/Central,All Ages,"Other, Non-Latinx",2557,674,0.264,0,0,0,0,POINT (-87.660389127992 41.947213716152)
1/2/21,Far South,65 and Older,"Black, Non-Latinx",25543,69,0.003,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/2/21,Northwest,65 and Older,"Black, Non-Latinx",1589,21,0.013,0,0,0,0,POINT (-87.7868284 41.9626701)
1/2/21,Northwest,65 and Older,All Race/ Ethnicity Groups,72675,570,0.008,0,0,0,0,POINT (-87.7868284 41.9626701)
1/2/21,North/Central,18 to 64,Latinx,57894,977,0.017,0,0,0,0,POINT (-87.660389127992 41.947213716152)
1/2/21,Near South,All Ages,"Asian, Non-Latinx",8511,336,0.039,0,0,0,0,POINT (-87.613866077747 41.77153043546)
1/2/21,Northwest,0 to 17,"Other, Non-Latinx",856,1,0.001,0,0,0,0,POINT (-87.7868284 41.9626701)
1/2/21,Near South,0 to 17,All Race/ Ethnicity Groups,80858,2,0,0,0,0,0,POINT (-87.613866077747 41.77153043546)
1/2/21,Near South,0 to 17,Latinx,6109,0,0,0,0,0,0,POINT (-87.613866077747 41.77153043546)
1/2/21,Southwest,65 and Older,"Other, Non-Latinx",277,24,0.087,0,0,0,0,POINT (-87.705979159982 41.792526208483)
1/2/21,Near South,18 to 64,"White, Non-Latinx",17741,695,0.039,0,0,0,0,POINT (-87.613866077747 41.77153043546)
1/2/21,North/Central,65 and Older,"Other, Non-Latinx",140,47,0.336,0,0,0,0,POINT (-87.660389127992 41.947213716152)
1/2/21,North/Central,18 to 64,"Other, Non-Latinx",1719,627,0.365,0,0,0,0,POINT (-87.660389127992 41.947213716152)
1/2/21,Near South,All Ages,All Race/ Ethnicity Groups,358977,3213,0.009,0,0,0,0,POINT (-87.613866077747 41.77153043546)
1/2/21,Northwest,0 to 17,Latinx,66125,1,0,0,0,0,0,POINT (-87.7868284 41.9626701)
1/2/21,Northwest,65 and Older,"Asian, Non-Latinx",7763,55,0.007,0,0,0,0,POINT (-87.7868284 41.9626701)
1/2/21,Far South,All Ages,"Other, Non-Latinx",585,40,0.068,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/2/21,North/Central,0 to 17,"Black, Non-Latinx",13125,0,0,0,0,0,0,POINT (-87.660389127992 41.947213716152)
1/2/21,West,All Ages,"White, Non-Latinx",108889,3466,0.032,0,0,0,0,POINT (-87.708185821836 41.876968553057)
1/2/21,Northwest,18 to 64,"Black, Non-Latinx",14298,136,0.01,0,0,0,0,POINT (-87.7868284 41.9626701)
1/2/21,Near South,0 to 17,"White, Non-Latinx",2875,0,0,0,0,0,0,POINT (-87.613866077747 41.77153043546)
1/2/21,Far South,18 to 64,"Other, Non-Latinx",308,31,0.101,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/2/21,Near South,18 to 64,"Asian, Non-Latinx",7175,321,0.045,0,0,0,0,POINT (-87.613866077747 41.77153043546)
1/2/21,West,65 and Older,"Black, Non-Latinx",25184,109,0.004,0,0,0,0,POINT (-87.708185821836 41.876968553057)
1/2/21,Near South,18 to 64,All Race/ Ethnicity Groups,222173,2754,0.012,0,0,0,0,POINT (-87.613866077747 41.77153043546)
1/2/21,Far South,18 to 64,All Race/ Ethnicity Groups,138734,1636,0.012,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/2/21,Northwest,0 to 17,All Race/ Ethnicity Groups,118084,5,0,0,0,0,0,POINT (-87.7868284 41.9626701)
1/2/21,North/Central,18 to 64,All Race/ Ethnicity Groups,446068,15364,0.034,0,0,0,0,POINT (-87.660389127992 41.947213716152)
1/2/21,West,All Ages,Latinx,156226,981,0.006,0,0,0,0,POINT (-87.708185821836 41.876968553057)
1/2/21,Near South,65 and Older,"Black, Non-Latinx",50111,275,0.005,0,0,0,0,POINT (-87.613866077747 41.77153043546)
1/2/21,Southwest,All Ages,"Black, Non-Latinx",56603,373,0.007,0,0,0,0,POINT (-87.705979159982 41.792526208483)
1/2/21,Northwest,18 to 64,Latinx,155519,1288,0.008,0,0,0,0,POINT (-87.7868284 41.9626701)
1/2/21,West,65 and Older,"Other, Non-Latinx",227,16,0.07,0,0,0,0,POINT (-87.708185821836 41.876968553057)
1/2/21,Far South,65 and Older,"Asian, Non-Latinx",71,0,0,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/2/21,Far South,All Ages,"Black, Non-Latinx",146697,617,0.004,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/2/21,Near South,18 to 64,Latinx,12415,153,0.012,0,0,0,0,POINT (-87.613866077747 41.77153043546)
1/2/21,Northwest,All Ages,"Other, Non-Latinx",3430,316,0.092,0,0,0,0,POINT (-87.7868284 41.9626701)
1/2/21,North/Central,0 to 17,All Race/ Ethnicity Groups,86087,1,0,0,0,0,0,POINT (-87.660389127992 41.947213716152)
1/2/21,Far South,18 to 64,"White, Non-Latinx",25668,800,0.031,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/2/21,Northwest,All Ages,"White, Non-Latinx",256179,3730,0.015,0,0,0,0,POINT (-87.7868284 41.9626701)
1/2/21,Near South,All Ages,"White, Non-Latinx",24007,796,0.033,0,0,0,0,POINT (-87.613866077747 41.77153043546)
1/2/21,West,65 and Older,"Asian, Non-Latinx",526,8,0.015,0,0,0,0,POINT (-87.708185821836 41.876968553057)
1/2/21,West,18 to 64,"Other, Non-Latinx",1487,382,0.257,0,0,0,0,POINT (-87.708185821836 41.876968553057)
1/2/21,Far South,65 and Older,"Other, Non-Latinx",81,9,0.111,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/2/21,Southwest,0 to 17,"Asian, Non-Latinx",6654,0,0,0,0,0,0,POINT (-87.705979159982 41.792526208483)
1/2/21,Northwest,65 and Older,"White, Non-Latinx",43170,342,0.008,0,0,0,0,POINT (-87.7868284 41.9626701)
1/2/21,Northwest,All Ages,"Black, Non-Latinx",20588,157,0.008,0,0,0,0,POINT (-87.7868284 41.9626701)
1/2/21,Far South,0 to 17,Latinx,12168,0,0,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/2/21,North/Central,65 and Older,"White, Non-Latinx",46701,779,0.017,0,0,0,0,POINT (-87.660389127992 41.947213716152)
1/2/21,Southwest,All Ages,"White, Non-Latinx",63040,720,0.011,0,0,0,0,POINT (-87.705979159982 41.792526208483)
1/2/21,West,18 to 64,"Black, Non-Latinx",117331,780,0.007,0,0,0,0,POINT (-87.708185821836 41.876968553057)
1/2/21,Northwest,18 to 64,All Race/ Ethnicity Groups,372392,6478,0.017,0,0,0,0,POINT (-87.7868284 41.9626701)
1/2/21,Southwest,65 and Older,"Asian, Non-Latinx",6059,9,0.001,0,0,0,0,POINT (-87.705979159982 41.792526208483)
1/2/21,Northwest,All Ages,All Race/ Ethnicity Groups,563152,7053,0.013,0,0,0,0,POINT (-87.7868284 41.9626701)
1/2/21,Far South,65 and Older,"White, Non-Latinx",9145,177,0.019,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/2/21,West,All Ages,All Race/ Ethnicity Groups,472913,7455,0.016,0,0,0,0,POINT (-87.708185821836 41.876968553057)
1/2/21,North/Central,0 to 17,"Asian, Non-Latinx",11255,0,0,0,0,0,0,POINT (-87.660389127992 41.947213716152)
1/2/21,Near South,65 and Older,Latinx,1748,23,0.013,0,0,0,0,POINT (-87.613866077747 41.77153043546)
1/2/21,West,0 to 17,"Black, Non-Latinx",43085,1,0,0,0,0,0,POINT (-87.708185821836 41.876968553057)
1/2/21,Southwest,All Ages,"Other, Non-Latinx",4704,108,0.023,0,0,0,0,POINT (-87.705979159982 41.792526208483)
1/2/21,West,65 and Older,Latinx,16558,59,0.004,0,0,0,0,POINT (-87.708185821836 41.876968553057)
1/2/21,Far South,0 to 17,All Race/ Ethnicity Groups,53396,3,0,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/2/21,Northwest,All Ages,"Asian, Non-Latinx",41432,994,0.024,0,0,0,0,POINT (-87.7868284 41.9626701)
1/2/21,North/Central,65 and Older,Latinx,6031,69,0.011,0,0,0,0,POINT (-87.660389127992 41.947213716152)
1/2/21,Southwest,0 to 17,Latinx,74891,0,0,0,0,0,0,POINT (-87.705979159982 41.792526208483)
1/2/21,Near South,65 and Older,"Asian, Non-Latinx",642,15,0.023,0,0,0,0,POINT (-87.613866077747 41.77153043546)
1/2/21,North/Central,18 to 64,"Asian, Non-Latinx",53585,2559,0.048,0,0,0,0,POINT (-87.660389127992 41.947213716152)
1/2/21,Northwest,All Ages,Latinx,241523,1359,0.006,0,0,0,0,POINT (-87.7868284 41.9626701)
1/2/21,Southwest,All Ages,Latinx,245743,1139,0.005,0,0,0,0,POINT (-87.705979159982 41.792526208483)
1/2/21,North/Central,18 to 64,"White, Non-Latinx",287902,8786,0.031,0,0,0,0,POINT (-87.660389127992 41.947213716152)
1/2/21,Far South,All Ages,"White, Non-Latinx",43034,978,0.023,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/2/21,Far South,All Ages,"Asian, Non-Latinx",984,12,0.012,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/9/21,Far South,65 and Older,"Black, Non-Latinx",25543,159,0.006,11,0,0,0,POINT (-87.606506619729 41.692376500251)
1/9/21,Far South,65 and Older,All Race/ Ethnicity Groups,38312,432,0.011,57,0.001,0,0,POINT (-87.606506619729 41.692376500251)
1/9/21,North/Central,65 and Older,Latinx,6031,198,0.033,11,0.002,0,0,POINT (-87.660389127992 41.947213716152)
1/9/21,Northwest,65 and Older,"White, Non-Latinx",43170,632,0.015,55,0.001,0,0,POINT (-87.7868284 41.9626701)
1/9/21,Near South,All Ages,"Other, Non-Latinx",923,202,0.219,31,0.034,0,0,POINT (-87.613866077747 41.77153043546)
1/9/21,North/Central,0 to 17,All Race/ Ethnicity Groups,86087,2,0,1,0,0,0,POINT (-87.660389127992 41.947213716152)
1/9/21,Near South,65 and Older,"Asian, Non-Latinx",642,19,0.03,5,0.008,0,0,POINT (-87.613866077747 41.77153043546)
1/9/21,West,18 to 64,Latinx,98810,1438,0.015,212,0.002,0,0,POINT (-87.708185821836 41.876968553057)
1/9/21,Near South,18 to 64,Latinx,12415,252,0.02,37,0.003,0,0,POINT (-87.613866077747 41.77153043546)
1/9/21,Southwest,18 to 64,Latinx,152226,1683,0.011,182,0.001,0,0,POINT (-87.705979159982 41.792526208483)
1/9/21,Near South,All Ages,All Race/ Ethnicity Groups,358977,5322,0.015,742,0.002,0,0,POINT (-87.613866077747 41.77153043546)
1/9/21,Far South,0 to 17,"White, Non-Latinx",8221,1,0,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/9/21,Far South,65 and Older,"White, Non-Latinx",9145,208,0.023,37,0.004,0,0,POINT (-87.606506619729 41.692376500251)
1/9/21,North/Central,0 to 17,Latinx,16387,0,0,0,0,0,0,POINT (-87.660389127992 41.947213716152)
1/9/21,Northwest,All Ages,"Other, Non-Latinx",3430,507,0.148,100,0.029,0,0,POINT (-87.7868284 41.9626701)
1/9/21,Far South,18 to 64,All Race/ Ethnicity Groups,138734,2428,0.018,518,0.004,0,0,POINT (-87.606506619729 41.692376500251)
1/9/21,West,18 to 64,"Asian, Non-Latinx",17546,1482,0.084,447,0.025,0,0,POINT (-87.708185821836 41.876968553057)
1/9/21,West,18 to 64,All Race/ Ethnicity Groups,325796,10031,0.031,2484,0.008,0,0,POINT (-87.708185821836 41.876968553057)
1/9/21,West,18 to 64,"Other, Non-Latinx",1487,519,0.349,131,0.088,0,0,POINT (-87.708185821836 41.876968553057)
1/9/21,North/Central,65 and Older,All Race/ Ethnicity Groups,67651,2574,0.038,236,0.003,0,0,POINT (-87.660389127992 41.947213716152)
1/9/21,West,0 to 17,"White, Non-Latinx",11462,1,0,1,0,0,0,POINT (-87.708185821836 41.876968553057)
1/9/21,West,0 to 17,"Black, Non-Latinx",43085,2,0,0,0,0,0,POINT (-87.708185821836 41.876968553057)
1/9/21,Southwest,0 to 17,"Other, Non-Latinx",1235,0,0,0,0,0,0,POINT (-87.705979159982 41.792526208483)
1/9/21,North/Central,All Ages,"Asian, Non-Latinx",72500,3751,0.052,1030,0.014,0,0,POINT (-87.660389127992 41.947213716152)
1/9/21,Northwest,0 to 17,"Black, Non-Latinx",4701,0,0,0,0,0,0,POINT (-87.7868284 41.9626701)
1/9/21,Near South,18 to 64,"White, Non-Latinx",17741,1019,0.057,215,0.012,0,0,POINT (-87.613866077747 41.77153043546)
1/9/21,Near South,All Ages,"White, Non-Latinx",24007,1196,0.05,251,0.01,0,0,POINT (-87.613866077747 41.77153043546)
1/9/21,North/Central,0 to 17,"Other, Non-Latinx",698,0,0,0,0,0,0,POINT (-87.660389127992 41.947213716152)
1/9/21,Southwest,All Ages,"Asian, Non-Latinx",35459,416,0.012,68,0.002,0,0,POINT (-87.705979159982 41.792526208483)
1/9/21,West,65 and Older,"Other, Non-Latinx",227,32,0.141,3,0.013,0,0,POINT (-87.708185821836 41.876968553057)
1/9/21,North/Central,18 to 64,"Black, Non-Latinx",44968,1527,0.034,215,0.005,0,0,POINT (-87.660389127992 41.947213716152)
1/9/21,North/Central,18 to 64,All Race/ Ethnicity Groups,446068,22304,0.05,5747,0.013,0,0,POINT (-87.660389127992 41.947213716152)
1/9/21,Southwest,All Ages,All Race/ Ethnicity Groups,405548,4260,0.011,568,0.001,0,0,POINT (-87.705979159982 41.792526208483)
1/9/21,Far South,All Ages,"White, Non-Latinx",43034,1216,0.028,355,0.008,0,0,POINT (-87.606506619729 41.692376500251)
1/9/21,Southwest,0 to 17,All Race/ Ethnicity Groups,101860,1,0,0,0,0,0,POINT (-87.705979159982 41.792526208483)
1/9/21,Far South,All Ages,All Race/ Ethnicity Groups,230442,2863,0.012,575,0.002,0,0,POINT (-87.606506619729 41.692376500251)
1/9/21,West,65 and Older,Latinx,16558,106,0.006,3,0,0,0,POINT (-87.708185821836 41.876968553057)
1/9/21,Southwest,0 to 17,Latinx,74891,1,0,0,0,0,0,POINT (-87.705979159982 41.792526208483)
1/9/21,Far South,0 to 17,All Race/ Ethnicity Groups,53396,3,0,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/9/21,North/Central,18 to 64,"Asian, Non-Latinx",53585,3527,0.066,1001,0.019,0,0,POINT (-87.660389127992 41.947213716152)
1/9/21,Northwest,All Ages,Latinx,241523,2327,0.01,329,0.001,0,0,POINT (-87.7868284 41.9626701)
1/9/21,North/Central,All Ages,Latinx,80312,1828,0.023,294,0.004,0,0,POINT (-87.660389127992 41.947213716152)
1/9/21,West,All Ages,"White, Non-Latinx",108889,4590,0.042,1315,0.012,0,0,POINT (-87.708185821836 41.876968553057)
1/9/21,Near South,65 and Older,All Race/ Ethnicity Groups,55945,864,0.015,76,0.001,0,0,POINT (-87.613866077747 41.77153043546)
1/9/21,Far South,0 to 17,"Other, Non-Latinx",196,0,0,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/9/21,North/Central,18 to 64,"Other, Non-Latinx",1719,941,0.547,242,0.141,0,0,POINT (-87.660389127992 41.947213716152)
1/9/21,Southwest,0 to 17,"Black, Non-Latinx",12260,0,0,0,0,0,0,POINT (-87.705979159982 41.792526208483)
1/9/21,Near South,18 to 64,"Asian, Non-Latinx",7175,506,0.071,78,0.011,0,0,POINT (-87.613866077747 41.77153043546)
1/9/21,Northwest,18 to 64,Latinx,155519,2148,0.014,317,0.002,0,0,POINT (-87.7868284 41.9626701)
1/9/21,West,18 to 64,"White, Non-Latinx",90622,4460,0.049,1297,0.014,0,0,POINT (-87.708185821836 41.876968553057)
1/9/21,Southwest,All Ages,"White, Non-Latinx",63040,1052,0.017,214,0.003,0,0,POINT (-87.705979159982 41.792526208483)
1/9/21,Southwest,65 and Older,All Race/ Ethnicity Groups,52163,392,0.008,19,0,0,0,POINT (-87.705979159982 41.792526208483)
1/9/21,West,All Ages,"Asian, Non-Latinx",20159,1497,0.074,447,0.022,0,0,POINT (-87.708185821836 41.876968553057)
1/9/21,Southwest,All Ages,"Other, Non-Latinx",4704,156,0.033,15,0.003,0,0,POINT (-87.705979159982 41.792526208483)
1/9/21,Near South,All Ages,"Asian, Non-Latinx",8511,525,0.062,83,0.01,0,0,POINT (-87.613866077747 41.77153043546)
1/9/21,Far South,0 to 17,"Black, Non-Latinx",32655,1,0,0,0,0,0,POINT (-87.606506619729 41.692376500251)
1/9/21,Far South,All Ages,Latinx,39142,293,0.007,35,0.001,0,0,POINT (-87.606506619729 41.692376500251)
1/9/21,Far South,All Ages,"Asian, Non-Latinx",984,16,0.016,3,0.003,0,0,POINT (-87.606506619729 41.692376500251)
1/9/21,Near South,All Ages,Latinx,20272,294,0.015,38,0.002,0,0,POINT (-87.613866077747 41.77153043546)
1/9/21,West,All Ages,"Other, Non-Latinx",2038,551,0.27,134,0.066,0,0,POINT (-87.708185821836 41.876968553057)
1/9/21,West,0 to 17,"Asian, Non-Latinx",2087,0,0,0,0,0,0,POINT (-87.708185821836 41.876968553057)
1/9/21,Far South,18 to 64,"Black, Non-Latinx",88499,951,0.011,139,0.002,0,0,POINT (-87.606506619729 41.692376500251)
1/9/21,North/Central,All Ages,"Black, Non-Latinx",65213,1814,0.028,226,0.003,0,0,POINT (-87.660389127992 41.947213716152)
1/9/21,Southwest,18 to 64,"Asian, Non-Latinx",22745,394,0.017,66,0.003,0,0,POINT (-87.705979159982 41.792526208483)
1/9/21,Northwest,18 to 64,"Other, Non-Latinx",2299,409,0.178,95,0.041,0,0,POINT (-87.7868284 41.9626701)
1/9/21,Near South,0 to 17,"Other, Non-Latinx",223,0,0,0,0,0,0,POINT (-87.613866077747 41.77153043546)
1/9/21,Far South,All Ages,"Black, Non-Latinx",146697,1111,0.008,150,0.001,0,0,POINT (-87.606506619729 41.692376500251)
1/9/21,Near South,65 and Older,Latinx,1748,42,0.024,1,0.001,0,0,POINT (-87.613866077747 41.77153043546)
1/9/21,Near South,0 to 17,All Race/ Ethnicity Groups,80858,3,0,0,0,0,0,POINT (-87.613866077747 41.77153043546)
1/9/21,North/Central,18 to 64,Latinx,57894,1630,0.028,283,0.005,0,0,POINT (-87.660389127992 41.947213716152)
1/9/21,Far South,65 and Older,Latinx,3472,30,0.009,4,0.001,0,0,POINT (-87.606506619729 41.692376500251)
